sentence,stance_type,cue,start,end,section,page
"After coding 100 essays – 25 from each level (25.25% of the data set) – two times, I asked a metaphor expert to work as inter-rater.",self_mention,i,21,22,,
We then met to discuss the differences.,self_mention,we,0,1,,
"Contrary to my expectations that we would differ in our judgements of inter- MUs, our main differences lay with entrenched conventional items.",self_mention,my,2,3,,
"Contrary to my expectations that we would differ in our judgements of inter- MUs, our main differences lay with entrenched conventional items.",self_mention,we,5,6,,
"Contrary to my expectations that we would differ in our judgements of inter- MUs, our main differences lay with entrenched conventional items.",self_mention,our,9,10,,
"Contrary to my expectations that we would differ in our judgements of inter- MUs, our main differences lay with entrenched conventional items.",self_mention,our,15,16,,
"For example, the preposition in in the prepositional phrase in the modern world was seen as metaphorical by me (as world here is an abstract world, not the physical earth) and non-metaphorical by my rater (world still means space, whatever sense it is used in, and thus no cross- domain mapping occurs).",self_mention,my,37,38,,
"After discussion, we were able to reach the inter-rating agreement rate of 95% (calculated on simple percentage), which is an ideal result (Portney & Watkins, 1993; cited in Mackey & Gass, 2005, p. 244).",self_mention,we,3,4,,
Cases where we could not reach an agreement were left in the In doubt category.,self_mention,we,2,3,,
Cases where we could not reach an agreement were left in the In doubt category.,hedging,could,3,4,,
I then proceeded with the whole dataset.,self_mention,i,0,1,,
"Upon completion, I realized that this category of In doubt included mainly in the modern world because the participants recycled the language used in the elicitation task (cf.",self_mention,i,3,4,,
"Therefore, I decided to exclude this category from the final analysis as it would introduce noise rather than add any substance to the study.",self_mention,i,2,3,,
"It appeared that the number of conventional MUs was significantly higher in Year 2 as compared to Year 1 (U = 1695, r = −.57) and Year 4 as compared to Year 3 (U = 3523, r = −.24).",hedging,appeared,1,2,,
"For example, it has been shown that when L2 learners gain proficiency, their knowledge of word senses increases (N. Schmitt, 1998), and they are able to produce more senses of words (Crossley, Salsbury, & McNamara, 2010) and develop stronger networks of word associations (Crossley, Salsbury, & McNamara, 2011; Salsbury, Crossley, & McNamara, 2011; Zareva, 2007).",boosting,shown,6,7,,
"Among my participants, Year 2 signified a remarkable change in their use of MUs by word class; this was also when the participants’ compositions met the task requirement of text length.",self_mention,my,1,2,,
"In the final year, metaphorical content lexis accounted for 62.56% of the MUs, indicating a better command of extended senses of content lexis at this stage.",boosting,indicating,16,17,,
"This increase also explains the seemingly ‘decreasing’ trend of closed-class MUs, which may actually have not changed due to the limited members of their category.",hedging,may,15,16,,
"In L2 writing in general, however, Grant and Ginther (2000) reported that the overall use of prepositions increased as L2 writing ability level increased, suggesting a potential difference in the use of metaphorical and non-metaphorical prepositions.",hedging,suggesting,29,30,,
Adjectival MUs Besides it provides a good chance for us to gain many experiences in our short span of life.,self_mention,us,9,10,,
Adjectival MUs Besides it provides a good chance for us to gain many experiences in our short span of life.,self_mention,our,15,16,,
"[…] First of all, we can build up a strong vocabulary by studying literature which we can implement in speaking and writing (Y3–5) Example 16.",self_mention,we,7,8,,
"[…] First of all, we can build up a strong vocabulary by studying literature which we can implement in speaking and writing (Y3–5) Example 16.",self_mention,we,18,19,,
"In Halliday and Hasan’s (1976) cline, general nouns lie on the borderline of lexical and syntactic categories: I turned to the ascent of the peak.",self_mention,i,23,24,,
"Among my participants, a great number of general nouns (e.g., thing(s), way(s), part(s)…) were identified as metaphorical because they were used in the extended sense of the words.",self_mention,my,1,2,,
"We can widen our mind, getting more knowledge of many wonderful things in the real life.",self_mention,we,0,1,,
"We can widen our mind, getting more knowledge of many wonderful things in the real life.",self_mention,our,3,4,,
There is a thing that make us to recognize that what is good and what is bad in order to improve our awareness.,self_mention,us,6,7,,
There is a thing that make us to recognize that what is good and what is bad in order to improve our awareness.,self_mention,our,21,22,,
You may think that love is a common thing if do not exist romantic and eternal love stories.,hedging,may,1,2,,
"My opponent said that literature creates new life, discover new things inside humans, contributes character’s people.",self_mention,my,0,1,,
"In contrast, my participants’ general nouns do not function as cohesive devices because the meaning depends entirely on exophoric referents that are ‘doubly vague’ for readers to decipher (cf.",self_mention,my,3,4,,
"While the overuse of general nouns like thing and stuff may not affect the general understanding of a piece of writing, it can be a sign of a stylistic problem because it makes the writing informal.",hedging,may,10,11,,
"Although research has pointed out that learners tend to use more specific language as they become more proficient (e.g., Agustín Llach, 2010, 2011), this was not observed in my participants.",self_mention,my,34,35,,
"It seems that these general words, probably due to their frequency, are so readily present in word searches that the learners, who are under the pressure of the task, would feel content with such words at the expense of writing quality.",hedging,seems,1,2,,
"Nacey (2013) reports a higher figure of 4.8% of creative metaphors among her Norwegian learners of English, which may be due to her inclusive approach in counting.",hedging,may,22,23,,
"This kind of MUs appeared in 24.49% of Year 1 texts, 29% of Year 2 texts, 39.39% of Year 3 texts, and 45.45% of Year 4 texts.",hedging,appeared,4,5,,
"Jonckheere’s test, however, suggested that there might be a trend for learners to produce more novel MUs in the later years: J = 33202, z = 3.55, r = 0.18, p < .05.",hedging,suggested,7,8,,
"Jonckheere’s test, however, suggested that there might be a trend for learners to produce more novel MUs in the later years: J = 33202, z = 3.55, r = 0.18, p < .05.",hedging,might,10,11,,
Levorato and Cacciari (2002) have also shown that the ability to use figurative language creatively and sensibly requires a long developmental span.,boosting,shown,8,9,,
"In essence, while the novelty of metaphorical language use did not differentiate the learner-writers in two consecutive levels, advanced learners may be able to produce more novel MUs as compared to beginners, as also observed in professional writers (Williams-Whitney, Mio, & Whitney, 1992).",hedging,may,22,23,,
"Especially for writers [literature] is not only help them feel better but also a friend, a lover because it’s a diary to show everything.",boosting,show,27,28,,
"In my opinion, we shouldn’t apart literature from the life because it is a fastest way to kill our soul.",self_mention,my,1,2,,
"In my opinion, we shouldn’t apart literature from the life because it is a fastest way to kill our soul.",self_mention,we,4,5,,
"In my opinion, we shouldn’t apart literature from the life because it is a fastest way to kill our soul.",self_mention,our,21,22,,
It [literature] stirs us intellectually and emotionally.,self_mention,us,5,6,,
"The language learners’ ability to play with the target language is thus likely to depend on their proficiency (Albert & Kormos, 2004; Bell, 2005; Belz & Reinhardt, 2004): more proficient learners would have stronger and broader knowledge of conventional language, which provides them with the confidence and linguistic materials to play with language.",hedging,likely,13,14,,
We are only looking at learners’ novel MUs as outcome products of vocabulary performance in their writing.,self_mention,we,0,1,,
"As shown in the literature, semantic knowledge is only one of the many factors that contribute to individuals’ metaphorical creativity besides other factors such as gender (Hussey & Katz, 2006), writing expertise (Williams-Whitney et al., 1992), reasoning and imagery ability (Katz, 1989), fluid intelligence (Beaty & Silvia, 2013; Silvia & Beaty, 2012), working memory capacity (Chiappe & Chiappe, 2007) and emotional sensitivity (Lubart & Getz, 1997).",boosting,shown,1,2,,
"As shown in Table 6, their pattern did not display a systematic increase trend as in the case of conventional and novel MUs.",boosting,shown,1,2,,
"Interestingly, the seniors only produced 1.04 inter-MUs fewer than the freshmen.",attitude,interestingly,0,1,,
"Mann-Whitney tests indicated that the significance lay between Year 2 and Year 3 (U = 2462, r = −.44); but not between Year 1 and Year 2 (U = 4101, r = −.14); or Year 3 and Year 4 (U = 4594, r = −.06).",boosting,indicated,2,3,,
"Jonckheere’s test suggested a significant descending trend, i.e., the participants produced fewer inter-MUs in their writing as they progressed in their year level, J = 23429, z = −4.72, r = −0.24, p < .05.",hedging,suggested,4,5,,
Percentage of types of inter-MUs Figure 3 shows that the number of units with deviated form accounted for 65.07% of the inter-MUs.,boosting,shows,7,8,,
"Therefore, human-being life are becoming short of communication, especially bad effect on our sensitive emotion (Y3–28).",self_mention,our,14,15,,
"Books are helpful, they help us enlarge my soul to the world.",self_mention,us,6,7,,
"Books are helpful, they help us enlarge my soul to the world.",self_mention,my,8,9,,
It helps us understand expenses rise beyond all of Vietnamese’s women.,self_mention,us,2,3,,
Literature is source which grow our emotion.,self_mention,our,5,6,,
"(Y2–48) Supposing that my participants were the typical learners who learned more words at each year level, it seems that the more words they learned, the more problems they had with the usage of the words – problems with the new items were added to the existing issues of old ones (as seen in the increasing trend in Figure 3).",self_mention,my,5,6,,
"(Y2–48) Supposing that my participants were the typical learners who learned more words at each year level, it seems that the more words they learned, the more problems they had with the usage of the words – problems with the new items were added to the existing issues of old ones (as seen in the increasing trend in Figure 3).",hedging,seems,21,22,,
"As a result, we have enlarge my soul in Example 37 to mean open my heart, and flourish the soul in Example 38 to mean develop the mind because in Vietnamese language, the concept of soul can be extended to include the soul, the spirit, the heart, the mind.",self_mention,we,4,5,,
"As a result, we have enlarge my soul in Example 37 to mean open my heart, and flourish the soul in Example 38 to mean develop the mind because in Vietnamese language, the concept of soul can be extended to include the soul, the spirit, the heart, the mind.",self_mention,my,7,8,,
"As a result, we have enlarge my soul in Example 37 to mean open my heart, and flourish the soul in Example 38 to mean develop the mind because in Vietnamese language, the concept of soul can be extended to include the soul, the spirit, the heart, the mind.",self_mention,my,15,16,,
"Finally, grow our emotion in Example 40 should mean emotionally mature; the usage resulted from the Vietnamese way of formulating the ideational content: our emotion ‘grows’ or ‘develops’.",self_mention,our,3,4,,
"Finally, grow our emotion in Example 40 should mean emotionally mature; the usage resulted from the Vietnamese way of formulating the ideational content: our emotion ‘grows’ or ‘develops’.",self_mention,our,26,27,,
"Another cause of the inter-MUs was the direct interference of L1 where the students imported the Vietnamese metaphorical conventions wholesale into their essays, showing not a conceptual translation as above but a word-for-word translation (Examples 41–44 below).",boosting,showing,24,25,,
We can know how to communicate and make good person.,self_mention,we,0,1,,
People were born and grow up go hand in hand poetics and stories that our mother readed.,self_mention,our,14,15,,
I have a literary work under the pillow named “Rừng Na-Uy” [Norwegian wood].,self_mention,i,0,1,,
"The insertion of an L1-based metaphorical expression may result in a degree of obscurity in the L2 writing, especially when the readers do not share the learners’ linguistic and conceptual systems (Boers, 2003; Charteris-Black, 2002, 2003; Kövecses, 2003; Kövecses & Szabó, 1996).",hedging,may,7,8,,
"The Vietnamese conventional metaphor of mirror which describes a person who ‘shines’ for other people to look at and learn from, for example, would not be meaningful to non-Vietnamese speakers on reading Literary works point out the good mirror which we have to learn (Y2–65).",self_mention,we,44,45,,
We do work in all day.,self_mention,we,0,1,,
These inter-MUs thus create a good site to investigate how the L2 learners handle the tensions between the metaphorical ways of their own language and target language as well as the strategies they may adopt to be metaphoric in the target language.,hedging,may,33,34,,
"They seemed to show the blueprint of the L1 conceptual system, forming a phenomenon of metaphorical ‘abnormalities’ frequently observed in inter-language (Danesi, 1993, 2004; Hashemian & Talebi Nezhad, 2007; Kathpalia & Heah, 2011; MacArthur, 2010; Nacey, 2013), which has probably prompted the call for teaching conceptual fluency as reviewed in Chapter 2.",hedging,seemed,1,2,,
"They seemed to show the blueprint of the L1 conceptual system, forming a phenomenon of metaphorical ‘abnormalities’ frequently observed in inter-language (Danesi, 1993, 2004; Hashemian & Talebi Nezhad, 2007; Kathpalia & Heah, 2011; MacArthur, 2010; Nacey, 2013), which has probably prompted the call for teaching conceptual fluency as reviewed in Chapter 2.",boosting,show,3,4,,
"On the other hand, when not learned in their usage pattern, the not-yet-entrenched traces of a group of words may lose their footing when a similar group enters the processing system, resulting in intralingual mixed-ups as in Example 49 and 50 below.",hedging,may,21,22,,
I believe literature plays an important key role [plays an important/key role] in each individual’s life in every generation.,self_mention,i,0,1,,
(Y3–69) We have seen from the examination above that there were downward trends in the number of inter-MUs due to deviated form and word-for-word translation.,self_mention,we,3,4,,
"Philip’s (2005a, 2005b) advanced learners also demonstrated similar errors, which has led her to conclude that the errors among L2 learners are more of a question of proficiency than an issue of conceptual fluency.",boosting,demonstrated,11,12,,
"Littlemore and MacArthur (2012), for example, have shown a mismatch between the frequency of senses yielded from corpus and L2 speakers’ knowledge of meaning potentials of those word senses.24 According to Bygate (2001), to produce an intended message, language learners have to deal with not only form-meaning relations but also anomaly and redundancy.",boosting,shown,11,12,,
"By recognizing inter-MUs, rather than dismissing them as errors or including them as creative, we can avoid creating a false impression of inter- 24 Rice’s (2003) investigation of L1 child language development also casts doubt on the growth of a lexical netwok driven by mechanisms such as metaphorization or schematization.",self_mention,we,16,17,,
"Generally, as seen from Table 7, a text contained on average 4.41 multi-word units that were metaphorically-used.",hedging,generally,0,1,,
"Interestingly, the mean number of free multi-word MUs was higher than that of restricted multi-word MUs in all except the Year 4 cohort, indicating a greater reliance on conventionalized chunks at this level.",attitude,interestingly,0,1,,
"Interestingly, the mean number of free multi-word MUs was higher than that of restricted multi-word MUs in all except the Year 4 cohort, indicating a greater reliance on conventionalized chunks at this level.",boosting,indicating,25,26,,
"Quantitatively, proficiency seemed to have an effect on these learners’ production of metaphorical multi-word units, supporting previous findings in multi-word unit literature (Bardovi-Harlig & Bastos, 2011; Gitsaki, 1996; Wiktorsson, 2003; Yorio, 1989).",hedging,seemed,3,4,,
"At a .0167 level of significance, the results of Mann-Whitney tests, however, showed that the significant difference was only between Year 1 and Year 2 (U = 2855.50, r = −.36).",boosting,showed,15,16,,
"Because Jonckheere’s test suggested a significant ascending trend in the participants’ use of multi-word MUs across the four groups: J = 40001, z = 8.37, r = 0.42, p < .05, further Mann-Whitney tests were conducted.",hedging,suggested,5,6,,
"The tests showed that there were significant differences in the use of multi- word MUs in Year 3 as compared to Year 1 (U = 2261.50, r = −.47, p < .0083), Year 4 as compared to Year 1 (U = 1794, r = −.55, p < .0083) and Year 4 as compared to Year 2 (U = 3547, r = −.25, p < .0083).",boosting,showed,2,3,,
We are gathering tools for our life toolbox when reading.,self_mention,we,0,1,,
We are gathering tools for our life toolbox when reading.,self_mention,our,5,6,,
"If we stop reading, we close our mind and close down a world.",self_mention,we,1,2,,
"If we stop reading, we close our mind and close down a world.",self_mention,we,5,6,,
"If we stop reading, we close our mind and close down a world.",self_mention,our,7,8,,
"It is strange that the Year 4 group produced longer texts than required with significantly higher number of conventional MUs as compared to Year 3, but failed to show any progress in terms of the phraseology of their MUs.",boosting,show,29,30,,
"This finding is in contradiction to Gitsaki’s (1996), which showed that by the time the L2 (Greek) learners reached the final stage of collocational knowledge development, they would be on their way to a more advanced level.",boosting,showed,14,15,,
The percentage of free and restricted multi-word conventional MUs in Figure 5 suggests that it might not be the case that the phraseology of the MUs in Year 4 had reached its plateau at this level.,hedging,suggests,12,13,,
The percentage of free and restricted multi-word conventional MUs in Figure 5 suggests that it might not be the case that the phraseology of the MUs in Year 4 had reached its plateau at this level.,hedging,might,15,16,,
"Therefore, knowledge of phraseology must be introduced and consolidated early in a learning program so that it could enter the learners’ long-term memory before the learners are withdrawn from formal instruction – their main source of input exposure.",hedging,could,18,19,,
It is worth noticing here that the increase in restricted MUs in Year 4 seemed to be achieved at the expense of the free MUs.,hedging,seemed,14,15,,
Reading can shed light on the situations we are facing.,self_mention,we,7,8,,
"[…], and we may even grow and evolve through our literary journey with books.",self_mention,we,5,6,,
"[…], and we may even grow and evolve through our literary journey with books.",hedging,may,6,7,,
"[…], and we may even grow and evolve through our literary journey with books.",self_mention,our,12,13,,
"The point is that our ancestors saved all of their best values in literature, which would be provided to the following generations.",self_mention,our,4,5,,
An exception is Crossley et al.’s (2014) study which suggests that collocational accuracy can predict 84% and 89% of the holistic scores of lexical proficiency in written and spoken samples respectively.,hedging,suggests,13,14,,
"Among my participants, multi-word inter-MUs accounted for 24.20% of the total inter-MUs and 28.71% of the total multi-word MUs; 73.47% of these units were related to incorrect form and 65.78% to deviated usage (overlapping cases were counted more than once).",self_mention,my,1,2,,
"Generally, as seen in Figure 6, there was improvement in the accuracy of the multi-word MUs across the years, as shown in the general decrease of multi-word inter-MUs.",hedging,generally,0,1,,
"Generally, as seen in Figure 6, there was improvement in the accuracy of the multi-word MUs across the years, as shown in the general decrease of multi-word inter-MUs.",boosting,shown,23,24,,
These units (Examples 59–62) demonstrate the participants’ attempts to communicate a metaphorical idea with made-up phrases that clearly bear L1 conceptualization of ideas and wording.,boosting,demonstrate,6,7,,
There are many literary works have passes by many historical periods and making a special point in our nation.,self_mention,our,17,18,,
"In my point, literature should be gradually popular in the world.",self_mention,my,1,2,,
People can keep touch with and contact with together by internet (Y1–83) These two units were partially retrieved; parts of the units seemed to have been lost in the formulation subprocesses and failed to completely materialize in the final products.,hedging,seemed,25,26,,
In my point of view/in my view was reduced to in my point and keep in touch to keep touch.,self_mention,my,1,2,,
In my point of view/in my view was reduced to in my point and keep in touch to keep touch.,self_mention,my,5,6,,
In my point of view/in my view was reduced to in my point and keep in touch to keep touch.,self_mention,my,11,12,,
"If we don’t get balance condition, we can fall in crisis.",self_mention,we,1,2,,
"If we don’t get balance condition, we can fall in crisis.",self_mention,we,9,10,,
Hence we need ban publishing and fine heavily if someone break in the law.,self_mention,we,1,2,,
"In another side, literature and literary works give us knowledge that we cannot know without them.",self_mention,us,9,10,,
"In another side, literature and literary works give us knowledge that we cannot know without them.",self_mention,we,12,13,,
These variations of the target units indicate that the writers resorted to the L1 for the similar L2 expressions that they were unable to retrieve.,boosting,indicate,6,7,,
"Besides, the elicitation task did not give these writers an opportunity to revise their work, so the errors could be due to the effects of the cognitive load of the task at hand.",hedging,could,20,21,,
"Additionally, if the examples above are to be taken as valid clues for the underlying process, the partial retrieval of the units and the replacement of one with an L1 multi- word equivalent may actually point to the fact that the units were processed as chunks, not individual word items.",hedging,may,35,36,,
We will re-visit this issue in the next chapter.,self_mention,we,0,1,,
"Compared to Year 2 participants, Year 3 participants showed a significant improvement on the accuracy front, which was also the only gain at this stage.",boosting,showed,9,10,,
"Compared with Year 1, Year 4 participants showed learning gain in every aspect of their metaphorical language.",boosting,showed,8,9,,
"Although the design of this study does not permit a conclusive verdict of a developmental trend, the patterns described above have indicated a generalization in these learners’ metaphorical language development.",boosting,indicated,22,23,,
The data has also suggested that metaphorical accuracy and phraseology may have taken longer to build up and that metaphorical novelty only showed when these learners were about to finish their degree.,hedging,suggested,4,5,,
The data has also suggested that metaphorical accuracy and phraseology may have taken longer to build up and that metaphorical novelty only showed when these learners were about to finish their degree.,hedging,may,10,11,,
The data has also suggested that metaphorical accuracy and phraseology may have taken longer to build up and that metaphorical novelty only showed when these learners were about to finish their degree.,boosting,showed,22,23,,
"In short, the analyses have shown that metaphorical language use can be a reliable indicator of general language proficiency, at least for similar groups of learners, supporting previous findings such as Littlemore et al.",boosting,shown,6,7,,
"According to Nation (2001), productive word knowledge includes knowledge of form, meaning and use of a word, as shown in Table 11 below: Table 11 Nation’s Productive Word Knowledge (Nation, 2001, p. 27) Form written How is the word written and spelled?",boosting,shown,23,24,,
associations What other words could we use instead of this one?,hedging,could,4,5,,
associations What other words could we use instead of this one?,self_mention,we,5,6,,
Use grammatical functions In what patterns must we use this word?,self_mention,we,7,8,,
collocations What words or types of words must we use with this one?,self_mention,we,8,9,,
"constraints on use (register, frequency ...) Where, when, and how often can we use this word?",self_mention,we,17,18,,
"In this regard, the use of conventional MUs demonstrates the knowledge of lexis in the multi-dimensional dynamics of the syntagmatic and paradigmatic properties of words.",boosting,demonstrates,9,10,,
"The finding on novel MUs suggests that even though novel MUs were not employed often, they did have an effect on the raters, albeit a small one.",hedging,suggests,5,6,,
This is because novel MUs are likely to stand out.,hedging,likely,6,7,,
"Or when most of her peers wrote, Literature plays an important role in our life and left the point unexplained, one who added If one knows everything about the world except for literary works, he is building a very high tower without a base (Y4–3) had been more successful in communicating the same point to the raters.",self_mention,our,14,15,,
"Overall, with all the good things we gain from entering the literary world, literature is one of the great acquaintances for everybody’s lives, even in the modern world.",self_mention,we,7,8,,
"In the case of Year 4, the coefficient was also higher than Year 2 and 3, likely due to these advanced writers being able to display the creativity in language use with more novel MUs, and use them in text effectively.",hedging,likely,18,19,,
"Particularly relevant here is Boers’ (2004) pilot study, which shows that English language teachers are actually open to accept learners’ novel metaphors.",boosting,shows,13,14,,
"Because lexical command is one of the many means to realize the intended message, as long as the lexical errors do not distort communication, raters are likely to accept them as learner language.",hedging,likely,28,29,,
A great number of inter-MUs in my study were of the same types of errors as Agustín Llach’s and their presence in the text exhibits the learners’ communication efforts via many compensation strategies.,self_mention,my,6,7,,
This learning-in-process was recognized by the Vietnamese raters in the study who were used to their students’ mechanisms of adapting and borrowing from L1 and thus could easily understand their message.,hedging,could,27,28,,
"Although it is generally agreed that the majority of phraseological units is metaphorical, there is no concrete figure for this ratio.",hedging,generally,3,4,,
"Inspection of tolerances indicated that none of the models had problems with multicollinearity (.46 ≤ Tolerance ≤ .87; 1.99 ≤ VIF ≤ 2.15) (Field, 2009).",boosting,indicated,3,4,,
The decreasing F values suggested that the inclusion of variables other than conventional MUs might not help to better explain writing quality.,hedging,suggested,4,5,,
The decreasing F values suggested that the inclusion of variables other than conventional MUs might not help to better explain writing quality.,hedging,might,14,15,,
Multi-word MUs and novel MUs could only predict small amounts of the variation in writing grades.,hedging,could,5,6,,
"The adjusted R2 is very close to R2; in fact, the differences between the values are .001, .001 and .002 respectively, i.e., about 0.1%, 0.1% and 0.2% shrinkage, indicating that the good cross-validity of these models.",boosting,indicating,38,39,,
"With a fairly large number of samples (N = 396), it is expected that 1% of the sample can lie outside these limits, showing one case (0.79 to be precise) that needs further investigation.",boosting,showing,28,29,,
"A close examination of Mahalanobis distance, Cook’s distance and Centred leverage value shows all cases were well within the frames (Barnett & Lewis, 1994; Field, 2009), except case 323 which had a Mahalanobis Distance of 27.41.",boosting,shows,15,16,,
The statistic tests have shown that the use of different types of MUs is related to general writing proficiency as judged by holistic scores.,boosting,shown,4,5,,
Conclusion This chapter has shown that metaphorical language is significantly related to language proficiency and writing proficiency.,boosting,shown,4,5,,
Findings from product data of metaphorical language production in this chapter have enabled us to describe the patterns and dynamics of L2 learner metaphorical language.,self_mention,us,13,14,,
The next chapter examines the hidden processes of metaphorical language production with the aim to deepen our understanding of L2 metaphorical language processing.,self_mention,our,16,17,,
"Logged data in particular has proved efficient in stimulating retrospective accounts because it offers tangible clues of texts, keyboard activities and pauses that aid the participants in the retrieval of information (Gass & Mackey, 2000; Lindgren & Sullivan, 2003).",boosting,proved,5,6,,
I used the linear analysis generated by InputLog as the stimulus to ask the participants about their pausing behaviours before an MU.,self_mention,i,0,1,,
"Following tips in the literature (Dörnyei, 2007; Gass & Mackey, 2000; Mackey & Gass, 2005), I observed these rules: 1.",self_mention,i,23,24,,
Data collection for this part of my project took place in Vietnam in 2012.,self_mention,my,6,7,,
I used the same elicitation task as in Study 1 of the project (see Appendix E).,self_mention,i,0,1,,
We briefly introduced ourselves to each other and I established rapport by using small talk.,self_mention,we,0,1,,
We briefly introduced ourselves to each other and I established rapport by using small talk.,self_mention,i,8,9,,
I informed the participant of the study again to make sure s/he understood the requirements of the task.,self_mention,i,0,1,,
"During this 27 We are reminded that writers engage in writing differently in different writing modes (Amie Goldberg, Russell, & Cook, 2003; Y.-J.",self_mention,we,3,4,,
I described the procedure of the interview to the participant to make sure s/he understood the instructions.,self_mention,i,0,1,,
I set up the digital recorder and began the interview.,self_mention,i,0,1,,
Wengelin (2007) suggested that a good pause criterion should be set higher than the typing speed of the slowest writers.,hedging,suggested,4,5,,
The pause threshold for this study therefore could be safely set above one second as physiological pauses were not of interest.,hedging,could,7,8,,
"Most importantly, pause threshold values are contingent on the research purposes.",attitude,importantly,1,2,,
"These processes have been shown to cost several seconds (Levy & Ransdell, 1995; Schilperoord, 2001).",boosting,shown,4,5,,
"However, the nature of this study required a pre-determined pause length so that the retrospective interviews could proceed on the spot.",hedging,could,17,18,,
I set the pause threshold at 2000ms (2s) when generating the linear analysis based on which I interviewed the participants.,self_mention,i,0,1,,
I set the pause threshold at 2000ms (2s) when generating the linear analysis based on which I interviewed the participants.,self_mention,i,18,19,,
"The decision was made partly due to the practicality of this cut-off value as shown in current 29 De Beaugrande (1984) listed 24 research-evidenced plausible causes of pausing in speech production: (1) type of text or discourse, (2) degree of conceptual integration,(3) concrete vs.abstract topic concepts, (4) textual ambiguities, (5) reductions of coherence, (6) breathing patterns, (7) personal rates of speech, (8) extent of automatic processing, (9) stages or cycles within a conversation, (10) length of the text, (11) difficulty of speaking task, (12) speaking vs. reading aloud, (13) anxiety, (14) stress, (15) adjustment to another speaker, (16) speaking alone vs. to an audience, (17) visible vs. invisible audience, (18) face-to- face vs. telephone conversation, (19) approving or disapproving audience, (20) likelihood of being interrupted, (21) exhibitionism of speaker, (22) deceitfulness of speaker, (23) age of speaker and (24) social class standing of speaker.",boosting,shown,14,15,,
"After the data had been collected, I double-checked this threshold and found that it had been a valid choice.",self_mention,i,7,8,,
"After that, I read the linear analysis line by line to manually identify the MUs and the pause(s) that accompanied them (paused MUs).",self_mention,i,3,4,,
I also identified the MUs that occurred without any pause (non-paused MUs).,self_mention,i,0,1,,
Pauses that immediately precede an MU are termed pre-MU pauses; those that appear in the middle of an MU are called within-MU pauses.,hedging,appear,13,14,,
"The literature has proved from different perspectives that hierarchical order holds between conceptual structures and linguistic units of language (Anderson, 1983; Berg, 2011; Deane, 1992; Dirven & Verspoor, 2004; Mehler, 2002, 2007; Nuyts, Bolkestein, & Vet, 1990; Radden & Dirven, 2007).",boosting,proved,3,4,,
"In single-word writing, pauses found at word boundaries are longer than pauses within words, indicating that the underlying linguistic processes affect the time stamp of motor operations (Nottbusch, Weingarten, & Sahel, 2007; Will, Nottbusch, & Weingarten, 2006).",boosting,indicating,16,17,,
"These studies also show that pauses at high-level locations tend to be conceptual, and those at phrase and word boundaries are connected to the lexicalization and syntactic alignment of the unit to be produced.",boosting,show,3,4,,
"It is impossible to tell from pause data whether {4680} is for the whole phrase in the way or for in only, but it is clear that there are two pauses accompanying in the way as a phrase.",boosting,it is clear that,26,30,,
"In many cases in this set of data, planning for a certain metaphor may emanate a distance from the linguistic unit that instantiates it.",hedging,may,14,15,,
"In Examples 75 and 76, it is likely that the pauses that appear before the underlined MUs include the processing for the units, but it is equally likely that they are meant for the clausal planning.",hedging,likely,8,9,,
"In Examples 75 and 76, it is likely that the pauses that appear before the underlined MUs include the processing for the units, but it is equally likely that they are meant for the clausal planning.",hedging,appear,13,14,,
"In Examples 75 and 76, it is likely that the pauses that appear before the underlined MUs include the processing for the units, but it is equally likely that they are meant for the clausal planning.",hedging,likely,29,30,,
"·you·are·my·star{3261}·or·you·are·my·treasure.· In the extreme cases (see Case study of Hoa Mai, to be discussed later), MUs might have been conceptualized before the writing execution started.",hedging,might,24,25,,
"Most of the MUs in this participant’s logged section, therefore, appeared in text with no pauses and were also coded as non-paused units.",hedging,appeared,14,15,,
"Besides, assigning pauses to the linguistic units in this forward-moving fashion seems to assume the linear development of the text (which is at odds with writing models such as Bereiter & Scardamalia, 1987; Chenoweth & Hayes, 2003; Hayes & Flower, 1980) and undermines the role of text- produced-so-far (Hayes, 1996; Kaufer, Hayes, & Flower, 1986).",hedging,seems,12,13,,
We cannot tell on the basis of pausing data alone.,self_mention,we,0,1,,
I hired a senior student from the same university to transcribe the interviews.,self_mention,i,0,1,,
I then listened to the interviews and checked the transcriptions to make sure she did not miss any details.,self_mention,i,0,1,,
I also corrected the errors she made due to misunderstanding the English that the participants sometimes used.,self_mention,i,0,1,,
"After that, I sent each participant a copy of the transcription of his/her interview as a measure of reliability check.",self_mention,i,3,4,,
"The amount of data (metaphor-related information of 15 interviews) was manageable, so I decided to code manually rather than relying on software packages.",self_mention,i,15,16,,
I adopted a midway approach to building the coding scheme.,self_mention,i,0,1,,
"In some cases, the participants may have failed to verbalize their thought patterns, or failed to remember exactly the thoughts they had at the time of writing.",hedging,may,6,7,,
I worked with three sample transcriptions to make notes of the patterns of the data.,self_mention,i,0,1,,
"When the patterns were exhausted, I grouped similar ones into categories.",self_mention,i,6,7,,
Some categories emerged from the data such as the use of images could be seen as evidence of metaphoric thinking; these categories made up the theme of accounts of metaphoric thinking (or metaphoric thinking for short).,hedging,could,12,13,,
I piloted the coding scheme with more samples to check the inclusivity and representativeness of the protocol.,self_mention,i,0,1,,
"At this stage, I decided to allow for the third theme of Lexical considerations as the reports showed that the participants were particularly concerned with choosing words and word senses.",self_mention,i,4,5,,
